;title;tconst;primaryTitle;startYear;runtimeMinutes;genres;averageRating;numVotes;Action;Adult;Adventure;Animation;Biography;Comedy;Crime;Documentary;Drama;Family;Fantasy;Film-Noir;Game-Show;History;Horror;Music;Musical;Mystery;News;Reality-TV;Romance;Sci-Fi;Short;Sport;Talk-Show;Thriller;War;Western;decade
70167;Dernière escale avant Noël;tt10964346;Grounded for Christmas;2019;86;Comedy,Romance;6.4;958;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
70168;Thappad;tt10964430;Thappad;2020;142;Drama;7.0;31527;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70169;The Furnace;tt10964530;The Furnace;2020;116;Adventure,Drama,History;6.4;6000;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70171;La reine du crime présente: la malédiction d'Ishtar;tt10964992;Agatha and the Curse of Ishtar;2019;95;Crime,Mystery,Romance;6.0;2353;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2010
70180;Dirty Sexy Saint;tt10969656;Dirty Sexy Saint;2019;104;Drama,Romance;5.6;1212;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
70194;Joy Division;tt1097239;Joy Division;2007;93;Documentary,Music;7.7;3491;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2000
70199;Un printemps à Hong-Kong;tt10975520;Twilight's Kiss;2019;92;Drama;7.1;1140;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
70200;Un printemps à Hong Kong;tt10975520;Twilight's Kiss;2019;92;Drama;7.1;1140;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
70202;Prête-moi ta main à Noël;tt10975992;Mistletoe & Menorahs;2019;85;Drama,Romance;6.4;748;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
70205;La guerre de l'ombre;tt1097643;Fifty Dead Men Walking;2008;117;Crime,Drama,Thriller;6.8;11246;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2000
70207;Hasta el cielo;tt10978398;Sky High;2020;121;Action,Adventure,Crime;5.6;3433;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70218;Long Weekend;tt1098356;Nature's Grave;2008;88;Drama,Horror,Thriller;5.1;5936;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2000
70231;Nos âmes d'enfants;tt10986222;C'mon C'mon;2021;109;Drama;7.5;18758;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70238;Beckman;tt10989808;Beckman;2020;90;Action;4.4;663;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70242;World Famous Lover;tt10991188;World Famous Lover;2020;154;Romance;5.2;3083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2020
70243;Twilight: Chapitre 1 - Fascination;tt1099212;Twilight;2008;122;Drama,Fantasy,Romance;5.3;452411;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2000
70247;Miami Bici;tt10993566;Miami Bici;2020;98;Comedy,Crime;6.6;9427;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70250;The Binge;tt10994688;The Binge;2020;98;Comedy;5.2;3346;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70251;Amoureux juste pour l'été;tt10998174;Just for the Summer;2020;90;Comedy,Romance;6.0;751;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2020
70254;35 rhums;tt1100048;35 Shots of Rum;2008;100;Drama;7.1;4836;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70255;Bereavement;tt1100051;Bereavement;2010;109;Crime,Horror,Thriller;5.0;7303;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
70256;Foxcatcher;tt1100089;Foxcatcher;2014;134;Biography,Drama,History;7.0;141037;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
70262;Shorts;tt1100119;Shorts;2008;89;Adventure,Comedy,Family;4.8;7398;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70265;Pig;tt11003218;Pig;2021;92;Drama,Mystery,Thriller;7.0;60587;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2020
70266;Breeder;tt11003228;Breeder;2020;107;Horror,Thriller;5.1;1174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2020
70278;Azize;tt11007006;Azize;2019;120;Drama;7.3;867;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
70279;Tove;tt11007444;Tove;2020;103;Biography,Drama,History;6.9;2285;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70283;Seriously Single;tt11010144;Seriously Single;2020;107;Comedy,Romance;4.5;1252;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2020
70284;L'amiral;tt1101026;Admiral;2008;124;Biography,Drama,History;6.7;8115;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70296;Antoinette dans les Cévennes;tt11013434;Antoinette dans les Cévennes;2020;97;Adventure,Comedy,Romance;6.5;2367;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2020
70297;Cévennes;tt11013434;Antoinette dans les Cévennes;2020;97;Adventure,Comedy,Romance;6.5;2367;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2020
70299;Docteur?;tt11013572;A Good Doctor;2019;90;Comedy;6.5;1732;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
70310;Filles de joie;tt11018402;Working Girls;2020;91;Drama;6.2;873;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70315;Long Weekend;tt11020728;Long Weekend;2021;91;Comedy,Romance;6.0;1105;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2020
70327;The Babysitter: Killer Queen;tt11024272;The Babysitter: Killer Queen;2020;101;Comedy,Horror;5.8;36817;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70329;Puaada;tt11024528;Puaada;2021;130;Comedy,Drama,Musical;5.7;633;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2020
70330;Yakusoku no Neverland;tt11027510;The Promised Neverland;2020;119;Action,Adventure,Drama;5.6;617;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70332;Haseen Dillruba: Beauté envoûtante;tt11027830;Haseen Dillruba;2021;135;Crime,Drama,Mystery;7.0;25620;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2020
70335;Kiss & Kill;tt1103153;Killers;2010;100;Action,Comedy,Romance;5.4;90950;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
70338;Demon Slayer: Le train de l'infini;tt11032374;Demon Slayer the Movie: Mugen Train;2020;117;Action,Adventure,Animation;8.3;50870;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70341;Les Dunes de sang;tt1103256;Red Sands;2009;89;Action,Horror,Thriller;4.2;3518;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2000
70342;Two Lovers;tt1103275;Two Lovers;2008;110;Drama,Romance;7.0;39929;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2000
70343;5ème set;tt11032810;Final Set;2020;105;Drama,Sport;6.5;788;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2020
70344;Cinquième set;tt11032810;Final Set;2020;105;Drama,Sport;6.5;788;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2020
70350;24 City;tt1103963;24 City;2008;112;Documentary,Drama;7.1;2074;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70351;The 80th Annual Academy Awards;tt1103965;The 80th Annual Academy Awards;2008;197;Comedy,Music;6.9;1634;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2000
70356;TRON : L'Héritage;tt1104001;TRON: Legacy;2010;125;Action,Adventure,Sci-Fi;6.8;329559;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2010
70357;Les emmurés;tt1104006;Walled In;2009;91;Horror,Thriller;4.7;6027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2000
70368;La mort et le retour de Superman;tt11043546;The Death and Return of Superman;2019;166;Action,Animation,Sci-Fi;7.1;4800;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2010
70370;Never Surrender: A Galaxy Quest Documentary;tt11044122;Never Surrender: A Galaxy Quest Documentary;2019;95;Documentary;7.6;1781;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
70371;Nocturne;tt11044858;Nocturne;2020;90;Drama,Horror,Music;5.7;8324;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2020
70375;Ujda Chaman;tt11046300;Ujda Chaman;2019;120;Comedy;7.0;6720;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
70378;Béton armé;tt1104688;Concrete Romance;2007;102;Crime,Thriller;6.0;682;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2000
70379;Vendetta romana;tt1104688;Concrete Romance;2007;102;Crime,Thriller;6.0;682;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2000
70385;Feast 2: No Limit;tt1104835;Feast II: Sloppy Seconds;2008;100;Action,Comedy,Horror;5.1;8147;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70386;Feast II: No Limit;tt1104835;Feast II: Sloppy Seconds;2008;100;Action,Comedy,Horror;5.1;8147;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70397;Ramo;tt11051886;Ramo;2020;120;Action,Drama;7.4;1809;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70402;Bleach: Memories of Nobody;tt1105263;Bleach: Memories of Nobody;2006;87;Action,Adventure,Animation;7.1;4148;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70404;Kim Ji-young: Born 1982;tt11052808;Kim Ji-young: Born 1982;2019;118;Drama;7.3;3327;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
70408;La vie en couleurs avec David Attenborough;tt11053426;Life in Colour;2021;143;Documentary;8.2;3024;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70413;Yummy;tt11054164;Yummy;2019;88;Comedy,Horror;5.9;5016;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
70416;Drive or Die;tt11056594;Rev;2020;91;Action,Drama,Thriller;5.6;1452;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2020
70418;The Stylist;tt11056910;The Stylist;2020;105;Drama,Horror;5.6;1520;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70420;DMZ;tt11057226;DMZ;2022;235;Action,Adventure,Drama;5.4;2005;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70422;Un soupçon de magie;tt1105729;The Good Witch;2008;89;Family,Fantasy,Romance;7.1;4192;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2000
70424;Le Monstre De Marais;tt1105742;Swamp Devil;2008;90;Action,Horror,Sci-Fi;4.0;992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2000
70425;Le monstre des marais;tt1105742;Swamp Devil;2008;90;Action,Horror,Sci-Fi;4.0;992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2000
70426;Entre les mains de la mafia;tt1105745;Wisegal;2008;89;Biography,Crime,Drama;6.1;1238;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70427;Une femme de cran;tt1105745;Wisegal;2008;89;Biography,Crime,Drama;6.1;1238;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70428;Rencontre fatale;tt11057594;Fatal Affair;2020;89;Thriller;4.5;5817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2020
70429;Les chroniques de Noël: deuxième partie;tt11057644;The Christmas Chronicles: Part Two;2020;112;Adventure,Comedy,Family;6.0;29155;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70439;Kandisha;tt11058930;Kandisha;2020;85;Horror;5.4;915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70446;La reine du crime présente: les meurtres de minuit;tt11062400;Agatha and the Midnight Murders;2020;91;Crime,Drama,Mystery;5.8;2173;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2020
70450;Upstarts;tt11066130;Upstarts;2019;112;Drama;6.7;856;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
70455;À l'abordage;tt11068166;All Hands on Deck;2020;95;Comedy,Drama;7.1;1881;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70478;Giallo;tt1107816;Giallo;2009;92;Crime,Mystery,Thriller;4.4;5568;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2000
70486;Un plan d'enfer;tt1107860;The Maiden Heist;2009;90;Comedy,Crime;6.0;16552;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70488;Superman : L'Homme de demain;tt11079116;Superman: Man of Tomorrow;2020;86;Action,Animation,Sci-Fi;6.4;6602;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2020
70489;Justice League Dark: Apokolips War;tt11079148;Justice League Dark: Apokolips War;2020;90;Action,Adventure,Animation;7.8;21516;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70495;The Map of Tiny Perfect Things;tt11080108;The Map of Tiny Perfect Things;2021;98;Comedy,Fantasy,Romance;6.8;20404;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2020
70500;Next door;tt11080676;Next Door;2021;92;Drama;7.0;1130;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70503;Shorta;tt11081050;Enforcement;2020;108;Action,Crime,Drama;6.5;5400;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70509;Un homme en colère;tt11083552;Wrath of Man;2021;119;Action,Crime,Thriller;7.1;155524;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2020
70511;Spirit: L'indomptable;tt11084896;Spirit Untamed;2021;88;Adventure,Animation,Comedy;5.5;3338;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70518;The Iliza Shlesinger Sketch Show;tt11092086;The Iliza Shlesinger Sketch Show;2020;115;Comedy;5.0;911;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70522;Kurulus: Osman;tt11093718;Kurulus: Osman;2019;120;Action,Adventure,Drama;8.4;8680;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
70523;Attraction;tt1109477;The Human Contract;2008;103;Drama;5.1;2216;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70530;Boys State;tt11095742;Boys State;2020;109;Documentary;7.6;4867;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70533;Fear Island: l'île meurtrière;tt1109583;Fear Island;2009;95;Horror,Mystery,Thriller;5.1;4152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;2000
70542;Paddington;tt1109624;Paddington;2014;95;Adventure,Comedy,Family;7.3;110564;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
70546;Au secours je suis dans un film de Noël!;tt11096888;A Christmas Movie Christmas;2019;85;Comedy,Fantasy,Romance;5.6;1206;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
70548;Dogdugun Ev Kaderindir;tt11100380;My Home My Destiny;2019;120;Drama;6.5;1589;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
70549;Dark Intentions;tt1110048;The Haunting of Sorority Row;2007;89;Horror,Mystery;4.7;1405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2000
70552;Coup de foudre garanti;tt11100856;Love, Guaranteed;2020;90;Comedy,Romance;5.6;16966;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2020
70560;Tribhanga;tt11102314;Tribhanga;2021;95;Drama,Family;6.1;2871;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70567;Coup de foudre sur la glace;tt1110626;The Cutting Edge 3: Chasing the Dream;2008;91;Action,Adventure,Comedy;6.2;2953;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70568;Le feu sur la glace 3;tt1110626;The Cutting Edge 3: Chasing the Dream;2008;91;Action,Adventure,Comedy;6.2;2953;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70569;La Passion de la glace;tt1110626;The Cutting Edge 3: Chasing the Dream;2008;91;Action,Adventure,Comedy;6.2;2953;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70571;My Hero Academia: Heroes Rising;tt11107074;My Hero Academia: Heroes Rising;2019;104;Action,Adventure,Animation;7.9;7397;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
70582;Halal Love Story;tt11112338;Halal Love Story;2020;110;Comedy;6.2;1582;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70584;On se connait... ou pas;tt11112784;Perfect Strangers;2022;99;Comedy,Drama;5.8;4512;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70588;L'attaque du métro 1 2 3;tt1111422;The Taking of Pelham 1 2 3;2009;106;Action,Crime,Thriller;6.4;194836;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2000
70593;Ne me tue pas;tt11116374;Don't Kill Me;2021;90;Fantasy,Horror,Romance;4.3;1493;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2020
70600;Conspiration;tt1111876;Balibo;2009;111;Biography,Drama,History;7.0;2755;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70603;Journal intime d'une nymphomane;tt1111890;Diary of a Nymphomaniac;2008;101;Drama,Romance;5.7;10909;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2000
70604;The Line;tt1111918;The Line;2009;95;Action,Crime,Drama;5.2;3715;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70612;Un mariage pour Noël;tt1112097;All I Want for Christmas;2007;86;Family,Romance;5.5;1090;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2000
70614;Blue Bayou;tt11121664;Blue Bayou;2021;117;Drama;7.0;5244;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70620;La Famille Addams 2 : une virée d'enfer;tt11125620;The Addams Family 2;2021;93;Adventure,Animation,Comedy;5.4;9693;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70621;La famille Addams 2;tt11125620;The Addams Family 2;2021;93;Adventure,Animation,Comedy;5.4;9693;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70631;The Chef;tt11127680;Boiling Point;2021;92;Drama,Thriller;7.5;12324;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2020
70632;Irrémédiable;tt11127690;The Paramedic;2020;94;Crime,Drama,Thriller;5.7;11967;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2020
70633;The Code;tt1112782;The Code;2009;104;Action,Crime,Thriller;6.0;34549;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2000
70634;Hors circuit;tt1112784;Finish Line;2008;93;Crime,Thriller;4.1;764;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2000
70653;Azor;tt11136276;Azor;2021;100;Drama,Thriller;6.6;1853;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2020
70658;Babil;tt11138216;The Choice;2020;120;Drama;7.3;1218;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70659;Naan Sirithal;tt11138290;Naan Sirithaal;2020;139;Comedy,Drama;5.6;700;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70660;George Harrison: Living in the Material World;tt1113829;George Harrison: Living in the Material World;2011;208;Biography,Documentary,Music;8.1;11535;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2010
70664;The Wolf of Snow Hollow;tt11140488;The Wolf of Snow Hollow;2020;85;Comedy,Horror,Mystery;6.2;17782;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2020
70666;Ted Bundy: Craquer pour un assassin;tt11141900;Ted Bundy: Falling for a Killer;2020;231;Biography,Crime,Documentary;7.8;2417;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70668;Pagglait;tt11142762;Pagglait;2021;114;Comedy,Drama;6.9;9079;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70669;Oh My Kadavule;tt11143108;Oh My Kadavule;2020;151;Comedy,Fantasy,Romance;8.2;3807;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2020
70676;Hannah Montana - Le film;tt1114677;Hannah Montana: The Movie;2009;102;Comedy,Drama,Family;4.5;42014;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70686;L'homme qui aimait Yngve;tt1114723;The Man Who Loved Yngve;2008;90;Comedy,Drama,Music;7.0;4602;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2000
70687;Paul Blart, super vigile;tt1114740;Paul Blart: Mall Cop;2009;91;Action,Comedy,Crime;5.2;108832;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000
70700;Goblin Slayer: Goblin's Crown;tt11151982;Goblin Slayer: Goblin's Crown;2020;85;Action,Adventure,Animation;6.7;1288;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
70705;Tellement beau;tt11154906;Out of My League;2020;91;Comedy,Drama,Romance;6.1;2485;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2020
