;title;tconst;primaryTitle;startYear;runtimeMinutes;genres;averageRating;numVotes;Action;Adult;Adventure;Animation;Biography;Comedy;Crime;Documentary;Drama;Family;Fantasy;Film-Noir;Game-Show;History;Horror;Music;Musical;Mystery;News;Reality-TV;Romance;Sci-Fi;Short;Sport;Talk-Show;Thriller;War;Western;decade
30135;Couronne mortuaire;tt0097091;Uneasy Lies the Crown;1990;98;Crime,Drama,Mystery;7.4;1490;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1990
30138;Coming Out;tt0097095;Coming Out;1989;113;Drama,Romance;7.0;1647;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1980
30140;Communion;tt0097100;Communion;1989;109;Biography,Drama,Horror;5.5;6374;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30144;Conte de printemps;tt0097106;A Tale of Springtime;1990;108;Comedy,Drama,Romance;7.1;4520;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1990
30145;Le Cuisinier, le voleur, sa femme et son amant;tt0097108;The Cook, the Thief, His Wife & Her Lover;1989;124;Crime,Drama;7.5;37530;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30146;Cookie;tt0097109;Cookie;1989;94;Comedy,Crime;5.4;1337;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30149;Heidi - Le sentier du courage;tt0097115;Courage Mountain;1990;94;Adventure,Drama,Family;5.7;859;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1990
30150;Cousins;tt0097116;Cousins;1989;113;Comedy,Romance;6.3;4684;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1980
30154;Crimes et délits;tt0097123;Crimes and Misdemeanors;1989;104;Comedy,Drama;7.8;57433;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30155;La loi criminelle;tt0097125;Criminal Law;1988;117;Crime,Drama,Thriller;5.6;4070;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1980
30157;Appel au secours;tt0097132;A Cry for Help: The Tracey Thurman Story;1989;96;Biography,Drama;7.9;1304;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30159;Apprenti tueur;tt0097136;Cutting Class;1989;91;Comedy,Crime,Horror;4.5;5227;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30160;Cutting Class;tt0097136;Cutting Class;1989;91;Comedy,Crime,Horror;4.5;5227;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30161;Cyborg;tt0097138;Cyborg;1989;86;Action,Sci-Fi,Thriller;5.0;31129;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1980
30164;Mon père;tt0097142;Dad;1989;117;Comedy,Drama;6.3;4962;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30165;Danny, le champion du monde;tt0097152;Danny the Champion of the World;1989;99;Adventure,Drama,Family;6.7;1331;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30169;Calme blanc;tt0097162;Dead Calm;1989;96;Horror,Thriller;6.8;39796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1980
30170;Le Cercle des poètes disparus;tt0097165;Dead Poets Society;1989;128;Comedy,Drama;8.1;468152;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30179;M.A.L., mutant aquatique en liberté;tt0097179;DeepStar Six;1989;99;Action,Horror,Sci-Fi;5.3;11783;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1980
30185;Pourquoi Bodhi-Dharma est-il parti vers l'orient?;tt0097195;Why Has Bodhi-Dharma Left for the East?;1989;137;Drama;7.4;1340;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30186;The Killer;tt0097202;The Killer;1989;111;Action,Crime,Drama;7.8;47842;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30191;Désorganisation de malfaiteurs;tt0097211;Disorganized Crime;1989;98;Action,Comedy,Crime;6.2;2329;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30192;Do the Right Thing;tt0097216;Do the Right Thing;1989;120;Comedy,Drama;7.9;99605;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30193;Le temps des gitans;tt0097223;Time of the Gypsies;1988;142;Comedy,Crime,Drama;8.1;30250;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30197;Une journée de fous;tt0097235;The Dream Team;1989;113;Comedy,Crime,Thriller;6.5;15193;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1980
30198;De l'autre côté du rêve;tt0097236;Dream a Little Dream;1989;114;Comedy,Drama,Romance;5.8;6999;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1980
30199;Miss Daisy et son chauffeur;tt0097239;Driving Miss Daisy;1989;99;Drama;7.4;107820;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30200;Drugstore Cowboy;tt0097240;Drugstore Cowboy;1989;101;Crime,Drama;7.3;36601;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30201;Une saison blanche et sèche;tt0097243;A Dry White Season;1989;106;Drama,Thriller;7.0;5591;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1980
30202;Les dieux du jeu;tt0097244;God of Gamblers;1989;126;Action,Comedy,Drama;7.2;5406;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30205;Objectif Terrienne;tt0097257;Earth Girls Are Easy;1988;100;Comedy,Musical,Romance;5.4;23051;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1980
30206;Dr. Jekyll et Mr. Hyde;tt0097263;Edge of Sanity;1989;85;Horror,Thriller;5.2;1496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1980
30208;Ennemies: une histoire d'amour;tt0097276;Enemies, A Love Story;1989;119;Comedy,Drama,Romance;6.6;2278;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1980
30211;Erik le Viking;tt0097289;Erik the Viking;1989;107;Adventure,Comedy,Fantasy;6.1;13677;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30212;Un dieu rebelle;tt0097292;Hard to Be a God;1989;119;Adventure,Drama,Sci-Fi;6.5;1138;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1980
30214;L'aventure du Dr. Fergus;tt0097302;Eversmile New Jersey;1989;91;Comedy,Drama,Romance;5.4;808;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1980
30215;58 heures d'angoisse;tt0097303;Everybody's Baby: The Rescue of Jessica McClure;1989;100;Drama;6.4;806;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30220;Susie et les Baker Boys;tt0097322;The Fabulous Baker Boys;1989;114;Comedy,Drama,Music;6.9;23571;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1980
30222;Family Business;tt0097328;Family Business;1989;110;Crime,Drama;5.7;12840;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30223;Mauvaises rencontres;tt0097332;Far from Home;1989;86;Crime,Drama,Mystery;5.5;2140;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1980
30224;L'adieu au roi;tt0097334;Farewell to the King;1989;117;Action,Adventure,Drama;6.3;2838;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30225;Les maîtres de l'ombre;tt0097336;Fat Man and Little Boy;1989;127;Biography,Drama,History;6.5;7576;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30227;Jusqu'au bout du rêve;tt0097351;Field of Dreams;1989;107;Drama,Family,Fantasy;7.5;116708;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30233;Autant en emporte Fletch!;tt0097366;Fletch Lives;1989;95;Comedy,Crime,Mystery;6.1;21256;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1980
30234;La Mouche 2;tt0097368;The Fly II;1989;105;Drama,Horror,Sci-Fi;5.1;22638;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1980
30236;Pour la gloire;tt0097373;For Queen & Country;1989;105;Action,Crime,Drama;5.6;2419;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30239;Vendredi 13, chapitre 8: L'ultime retour;tt0097388;Friday the 13th Part VIII: Jason Takes Manhattan;1989;100;Adventure,Horror,Thriller;4.5;37330;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1980
30240;Vendredi 13, chapitre VIII: L'Ultime Retour;tt0097388;Friday the 13th Part VIII: Jason Takes Manhattan;1989;100;Adventure,Horror,Thriller;4.5;37330;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1980
30241;Vampire... vous avez dit vampire ? II;tt0097390;Fright Night Part 2;1988;104;Comedy,Horror,Thriller;5.9;12594;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1980
30248;Un Ennemi du Peuple;tt0097409;An Enemy of the People;1989;99;Drama;7.3;1338;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30250;Le retour de Max La Menace;tt0097423;Get Smart, Again!;1989;96;Comedy,Sci-Fi;6.2;1318;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1980
30253;S.O.S fantômes II;tt0097428;Ghostbusters II;1989;108;Action,Comedy,Fantasy;6.6;202174;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30257;Skate Rider;tt0097438;Gleaming the Cube;1989;105;Action,Drama,Mystery;6.2;7934;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1980
30258;Glory;tt0097441;Glory;1989;122;Biography,Drama,History;7.8;132733;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30260;Les dieux sont tombés sur la tête II;tt0097443;The Gods Must Be Crazy II;1989;98;Comedy;6.8;16790;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30261;Les dieux sont encore tombés sur la tête;tt0097443;The Gods Must Be Crazy II;1989;98;Comedy;6.8;16790;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30262;Les dieux sont tombés sur la tête... la suite;tt0097443;The Gods Must Be Crazy II;1989;98;Comedy;6.8;16790;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30263;Godzilla contre Biollante;tt0097444;Godzilla vs. Biollante;1989;104;Action,Sci-Fi,Thriller;6.5;5836;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1980
30266;Billy the Kid;tt0097450;Billy the Kid;1989;96;Western;5.7;694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1980
30268;La maison;tt0097455;Grandmother's House;1988;90;Horror,Thriller;5.1;1926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1980
30269;La maison de grand-mère;tt0097455;Grandmother's House;1988;90;Horror,Thriller;5.1;1926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1980
30270;Great Balls of Fire! ou la légende vivante du rock and roll;tt0097457;Great Balls of Fire!;1989;108;Biography,Drama,Music;6.2;17622;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1980
30271;Gross Anatomy;tt0097458;Gross Anatomy;1989;109;Drama;6.1;3846;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30272;Halloween 5: La revanche de Michael Myers;tt0097474;Halloween 5: The Revenge of Michael Myers;1989;96;Horror,Thriller;5.0;40346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1980
30273;Halloween 5;tt0097474;Halloween 5: The Revenge of Michael Myers;1989;96;Horror,Thriller;5.0;40346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1980
30276;Les Nuits de Harlem;tt0097481;Harlem Nights;1989;116;Comedy,Crime,Drama;6.0;22467;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30280;Les années copain;tt0097490;Heart of Dixie;1989;95;Drama;5.2;774;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30281;Fatal Games;tt0097493;Heathers;1988;103;Comedy,Crime;7.2;100051;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30283;Henry V;tt0097499;Henry V;1989;137;Biography,Drama,History;7.5;29696;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30284;Son alibi;tt0097500;Her Alibi;1989;94;Comedy,Crime,Mystery;5.8;7220;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1980
30290;Voyageurs sans permis;tt0097521;Homer and Eddie;1989;100;Comedy,Crime,Drama;5.3;1876;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30292;Chérie, j'ai rétréci les gosses;tt0097523;Honey, I Shrunk the Kids;1989;93;Adventure,Comedy,Family;6.4;151792;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30295;House III;tt0097527;The Horror Show;1989;95;Horror;5.0;3974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30297;Comment devenir beau, riche et célèbre!;tt0097530;How I Got Into College;1989;86;Comedy,Romance;5.7;2238;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1980
30298;Comment devenir beau, riche et célèbre;tt0097530;How I Got Into College;1989;86;Comedy,Romance;5.7;2238;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1980
30299;Tête-à-tête;tt0097531;How to Get Ahead in Advertising;1989;90;Comedy,Fantasy;6.8;6010;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30301;Hurlements V: la re-naissance;tt0097534;Howling V: The Rebirth;1989;96;Horror;4.4;2610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30302;Les dealers de Hong Kong;tt0097539;In the Line of Duty IV;1989;94;Action,Comedy,Crime;7.1;1384;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30303;Le Sens du devoir IV;tt0097539;In the Line of Duty IV;1989;94;Action,Comedy,Crime;7.1;1384;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30309;I Want to Go Home;tt0097555;I Want to Go Home;1989;100;Comedy;5.4;702;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30310;Lectures diaboliques;tt0097557;I, Madman;1989;89;Fantasy,Horror,Thriller;5.9;3187;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1980
30315;Un héros comme tant d'autres;tt0097570;In Country;1989;120;Drama,Romance,War;5.9;2918;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1980
30316;Blue passion;tt0097573;In the Cold of the Night;1990;112;Drama,Mystery,Thriller;4.5;1639;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1990
30319;Indiana Jones et la dernière croisade;tt0097576;Indiana Jones and the Last Crusade;1989;127;Action,Adventure;8.3;734854;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30320;Délit d'innocence;tt0097579;An Innocent Man;1989;113;Action,Crime,Drama;6.4;6863;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30330;Jacknife;tt0097607;Jacknife;1989;102;Drama;6.4;6104;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30331;Calendrier meurtrier;tt0097613;The January Man;1989;97;Action,Comedy,Crime;5.5;8401;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30335;Time warriors;tt0097618;The Iceman Cometh;1989;114;Action,Comedy,Romance;6.6;841;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1980
30336;Les guerriers du temps;tt0097618;The Iceman Cometh;1989;114;Action,Comedy,Romance;6.6;841;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1980
30338;Johnny Belle Gueule;tt0097626;Johnny Handsome;1989;94;Crime,Drama,Thriller;6.1;9802;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1980
30343;Jésus de Montréal;tt0097635;Jesus of Montreal;1989;118;Drama;7.5;7169;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30344;Chien de flic;tt0097637;K-9;1989;101;Action,Comedy,Crime;6.0;33474;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30345;Karate kid III;tt0097647;The Karate Kid Part III;1989;112;Action,Drama,Family;5.3;61437;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30346;Kickboxer;tt0097659;Kickboxer;1989;97;Action,Sport,Thriller;6.4;54829;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1980
30347;Kill Me Again;tt0097662;Kill Me Again;1989;94;Action,Crime,Drama;6.3;4996;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30349;Kinjite : Sujet tabou;tt0097670;Kinjite: Forbidden Subjects;1989;97;Action,Crime,Drama;5.4;3264;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30352;Pluie noire;tt0097694;Black Rain;1989;123;Drama;7.9;3486;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30355;Le voleur de savonnettes;tt0097702;The Icicle Thief;1989;94;Comedy;7.0;1011;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30360;Le cavalier masqué;tt0097707;The Lady and the Highwayman;1988;90;Adventure,Drama,History;5.5;1144;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30362;Dernière sortie pour Brooklyn;tt0097714;Last Exit to Brooklyn;1989;102;Drama;6.8;6271;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30363;Dernière sortie pour Brooklin;tt0097714;Last Exit to Brooklyn;1989;102;Drama;6.8;6271;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30369;L'Incroyable Défi;tt0097722;Lean on Me;1989;108;Drama;7.4;20033;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30371;Deux dollars sur un tocard;tt0097731;Let It Ride;1989;90;Action,Comedy;6.8;5675;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30372;L'Arme fatale 2;tt0097733;Lethal Weapon 2;1989;114;Action,Crime,Thriller;7.3;172472;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1980
30374;Leviathan;tt0097737;Leviathan;1989;98;Adventure,Horror,Mystery;5.8;20523;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1980
30375;Permis de tuer;tt0097742;Licence to Kill;1989;133;Action,Adventure,Thriller;6.7;102506;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1980
30378;Une chance pour tous;tt0097756;Listen to Me;1989;107;Drama,Romance;5.2;1209;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1980
30380;Little Monsters;tt0097758;Little Monsters;1989;100;Adventure,Comedy,Family;6.0;12864;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30382;Haute Sécurité;tt0097770;Lock Up;1989;109;Action,Crime,Drama;6.4;42525;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30383;The Master;tt0097775;The Master;1992;92;Action,Comedy,Crime;5.7;2773;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1990
30385;Allô maman, ici bébé!;tt0097778;Look Who's Talking;1989;93;Comedy;5.9;81772;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30387;Le carrefour des innocents;tt0097782;Lost Angels;1989;116;Drama;6.0;984;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30389;Loverboy;tt0097790;Loverboy;1989;98;Comedy;6.0;7957;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30396;Kiki la petite sorcière;tt0097814;Kiki's Delivery Service;1989;103;Animation,Family,Fantasy;7.8;138921;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30397;Les indians;tt0097815;Major League;1989;107;Comedy,Sport;7.2;67757;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1980
30401;La mort en croisière;tt0097824;The Man in the Brown Suit;1989;100;Crime,Mystery;5.7;753;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1980
30402;L'homme au complet marron;tt0097824;The Man in the Brown Suit;1989;100;Crime,Mystery;5.7;753;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1980
30407;Devoirs du soir;tt0097843;Homework;1989;86;Documentary,Drama;7.9;1462;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30409;Les Feebles;tt0097858;Meet the Feebles;1989;97;Comedy,Music,Musical;6.6;21008;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1980
30411;Mery pour toujours;tt0097870;Forever Mary;1989;102;Crime,Drama;7.3;1083;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980
30412;Mes meilleurs copains;tt0097871;Mes meilleurs copains;1989;110;Comedy,Drama,Music;6.7;1009;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1980
30413;Mes nuits sont plus belles que vos jours;tt0097872;My Nights Are More Beautiful Than Your Days;1989;110;Drama,Romance;6.1;1873;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1980
30417;Millenium;tt0097883;Millennium;1989;108;Drama,Sci-Fi,Thriller;5.7;6373;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1980
30418;Milou en mai;tt0097884;May Fools;1990;107;Comedy,Romance;7.2;3138;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1990
30422;Appel d'urgence;tt0097889;Miracle Mile;1988;87;Action,Drama,Romance;7.0;10556;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1980
